PROVINCE,STRATUM,PSU,PERSONWT,Q11YRBRTH,Q12SEX,GEO_TYPE,QUINTILE,RACE,Q41ATNDSCH,Q43GRADE,Q43EDLVL,Q44LITERACY
6,62,1663,352.0,2019,2,1,4,4,,0,0,
1,12,1944,281.5,1988,1,1,1,1,2.0,11,3,1.0
4,43,976,465.3,1984,2,3,3,1,2.0,12,5,1.0
1,12,1061,216.1,2005,2,1,2,1,2.0,12,4,1.0
1,11,619,293.7,1974,2,1,4,1,2.0,8,3,1.0
2,21,1908,109.0,2021,1,2,1,1,,0,0,
4,42,2489,127.7,1976,1,2,4,1,2.0,11,3,1.0
4,41,3049,425.8,1972,2,2,1,4,2.0,10,3,1.0
5,51,2787,466.1,1969,2,1,3,1,2.0,11,3,1.0
4,41,263,390.4,1969,2,1,3,2,1.0,12,4,1.0
8,83,2354,472.6,1990,1,1,5,1,2.0,12,4,2.0
1,13,260,431.7,1970,2,1,4,1,2.0,9,3,1.0
9,93,2814,356.3,1992,2,1,4,1,2.0,6,2,2.0
7,72,2962,334.0,1959,2,1,5,1,2.0,9,3,1.0
1,11,2121,342.7,1998,2,1,3,4,2.0,11,3,1.0
3,32,2764,385.6,1961,2,2,3,1,2.0,5,2,1.0
9,92,3087,232.2,1979,2,2,3,1,2.0,6,2,1.0
2,22,320,353.5,2012,1,1,3,1,1.0,5,2,
5,52,2269,252.9,1972,1,1,3,1,2.0,5,2,1.0
5,52,2120,129.5,1952,2,1,3,1,2.0,10,3,1.0
1,12,868,307.8,1962,1,1,5,1,2.0,10,3,1.0
5,51,181,167.0,2006,2,2,1,1,1.0,12,4,1.0
3,32,240,320.4,1988,1,1,2,1,1.0,9,3,1.0
1,12,2230,313.5,1957,1,1,4,1,2.0,9,3,1.0
8,81,2008,53.9,1977,2,2,1,1,2.0,9,3,1.0
3,31,1554,266.1,1995,2,2,2,1,2.0,8,3,1.0
3,32,370,475.1,2016,2,1,2,1,1.0,2,2,
9,92,2049,52.3,1965,1,2,2,1,2.0,11,3,1.0
2,23,2006,193.8,1941,2,3,3,1,2.0,9,3,1.0
1,13,3293,166.2,2022,2,1,5,1,,0,0,
5,52,702,163.9,1961,1,1,3,1,2.0,7,2,1.0
4,41,1147,398.9,1958,1,1,4,1,2.0,10,3,1.0
3,33,865,281.1,1957,2,1,3,1,2.0,8,3,1.0
6,63,632,105.1,2013,2,1,3,1,1.0,4,2,
3,31,2921,425.0,1944,2,2,2,1,2.0,5,2,1.0
6,62,1759,281.8,1939,2,1,5,1,2.0,7,2,1.0
5,51,2030,458.3,1955,2,1,4,1,2.0,11,3,1.0
7,71,105,244.1,1999,2,2,2,1,2.0,11,3,1.0
5,53,1015,289.3,1981,1,2,4,1,2.0,7,2,1.0
8,83,3268,392.2,1965,1,2,4,1,2.0,12,4,1.0
2,22,3019,223.3,1958,1,1,4,1,2.0,5,2,2.0
1,13,1700,481.8,2019,1,1,2,1,,0,0,
3,32,2386,274.6,1977,2,1,5,1,2.0,9,3,1.0
5,52,2735,116.5,2000,1,1,5,1,2.0,11,3,1.0
2,21,51,107.0,1988,1,1,3,1,2.0,8,3,1.0
2,23,1736,373.4,1942,1,3,3,1,2.0,10,3,1.0
9,91,2298,320.9,1974,2,2,3,1,2.0,10,3,1.0
4,42,2923,147.1,2007,2,2,1,4,1.0,11,3,1.0
4,42,1333,296.7,1955,2,1,4,1,2.0,10,3,1.0
7,73,1786,410.2,2020,1,1,5,2,,0,0,
6,63,1244,297.0,1992,2,1,5,1,2.0,5,2,1.0
6,63,1849,311.8,1983,1,1,3,1,2.0,5,2,1.0
1,11,2443,364.8,1991,2,1,2,4,2.0,11,3,1.0
1,11,327,161.5,1951,2,1,4,3,2.0,5,2,1.0
3,31,1335,113.1,1986,1,2,4,1,2.0,11,3,1.0
5,53,2703,289.1,1995,2,1,4,1,2.0,11,3,1.0
9,92,2180,207.8,1946,1,1,5,1,2.0,10,3,1.0
7,71,2530,260.5,2013,1,1,2,1,1.0,5,2,
4,42,2152,255.4,1944,2,1,4,1,2.0,10,3,1.0
3,32,2709,81.3,1949,1,1,3,1,2.0,8,3,1.0
6,63,490,297.6,2001,2,1,5,4,2.0,8,3,1.0
7,71,48,476.4,1996,2,2,1,2,1.0,10,3,1.0
8,83,1317,366.5,1980,2,1,3,1,2.0,7,2,1.0
7,73,551,302.4,1987,2,1,5,1,2.0,11,3,1.0
2,21,1281,56.6,1998,2,1,5,1,2.0,11,3,1.0
7,71,2171,380.5,2003,1,2,3,1,2.0,11,3,1.0
6,63,565,372.4,1977,2,2,4,1,2.0,12,4,1.0
5,51,801,461.2,1976,2,1,5,1,2.0,12,4,1.0
5,52,3060,334.2,2002,1,1,5,1,2.0,8,3,1.0
6,62,1533,94.6,1963,2,2,4,1,2.0,6,2,1.0
1,12,127,383.1,1999,2,2,4,3,2.0,11,3,1.0
5,51,3050,287.2,1989,2,2,2,1,2.0,6,2,1.0
2,21,2073,354.6,1998,1,2,4,1,2.0,11,3,1.0
7,72,1100,303.3,1947,1,1,2,1,2.0,12,4,1.0
4,43,2824,171.7,1970,1,2,1,1,2.0,11,3,1.0
9,93,2262,316.7,1970,2,1,4,2,2.0,10,3,1.0
9,91,570,244.4,1974,2,1,3,1,2.0,10,3,1.0
8,82,2510,82.6,1946,2,1,4,1,2.0,12,5,1.0
9,93,941,361.5,2001,1,1,4,3,1.0,12,4,1.0
2,21,853,368.5,1939,2,1,2,1,2.0,11,3,1.0
6,63,739,248.1,1964,2,1,5,1,2.0,12,5,1.0
4,41,2327,417.5,1994,1,2,2,1,2.0,11,3,1.0
2,21,2115,233.3,1964,1,1,5,1,2.0,7,2,2.0
5,52,1727,240.9,1988,1,1,3,1,2.0,12,4,1.0
4,43,2430,188.4,1949,1,1,4,2,2.0,7,2,1.0
4,43,3218,129.0,2013,1,1,3,1,1.0,4,2,
3,31,3018,417.0,1963,1,1,3,1,2.0,12,4,1.0
1,12,1536,434.5,1969,1,2,3,2,2.0,5,2,1.0
1,13,1636,423.0,1981,1,1,5,1,2.0,11,3,1.0
3,32,3128,426.6,1940,1,2,2,1,2.0,11,3,1.0
2,21,1880,379.9,1980,2,2,2,1,2.0,12,5,1.0
3,33,1468,128.8,1949,2,1,4,1,2.0,8,3,1.0
8,83,2279,374.4,1962,1,2,2,1,2.0,12,4,1.0
5,53,3116,305.2,1983,1,1,5,1,2.0,11,3,1.0
4,42,905,263.4,1963,1,2,1,2,2.0,12,5,1.0
1,11,3264,150.7,1982,2,1,4,1,2.0,10,3,1.0
1,12,679,73.5,1959,2,1,5,1,1.0,6,2,2.0
8,81,296,228.8,1981,2,1,5,1,2.0,7,2,1.0
7,72,2820,63.1,1993,2,3,4,1,2.0,9,3,1.0
5,53,1028,384.7,1999,1,2,3,4,2.0,11,3,1.0
2,23,2241,371.0,1976,2,2,3,1,2.0,9,3,1.0
9,93,1745,277.6,1953,1,2,2,3,2.0,8,3,1.0
8,82,1221,220.1,1956,1,2,4,1,2.0,7,2,1.0
2,23,407,88.3,2003,2,1,2,1,2.0,10,3,1.0
7,73,300,187.8,2012,2,1,3,2,1.0,5,2,
9,93,2334,131.3,1981,2,1,5,1,2.0,8,3,1.0
2,22,211,62.5,1981,2,1,1,1,2.0,10,3,1.0
4,41,2764,111.0,1985,2,1,1,1,2.0,10,3,1.0
9,92,730,130.8,1960,2,2,2,1,2.0,9,3,1.0
1,13,2522,300.6,1990,1,1,5,1,2.0,11,3,1.0
5,51,3231,152.6,1974,2,1,3,1,2.0,11,3,1.0
4,41,73,443.5,1996,1,2,1,1,2.0,12,4,1.0
4,42,2825,258.2,2021,2,3,3,1,,0,0,
4,43,2910,160.1,2020,1,1,3,2,,0,0,
8,81,3115,170.7,1962,1,1,5,1,2.0,6,2,2.0
8,83,231,316.4,2012,1,1,4,1,1.0,5,2,
5,53,1639,195.7,1953,2,2,1,1,2.0,9,3,1.0
9,92,1710,216.2,1945,1,1,5,1,2.0,11,3,1.0
2,23,985,57.9,1975,2,1,4,1,2.0,8,3,1.0
4,41,311,267.3,1971,1,2,1,1,2.0,11,3,1.0
8,83,2408,395.4,1968,1,1,2,1,2.0,11,3,1.0
3,31,2321,419.9,1984,2,1,5,2,2.0,8,3,1.0
1,11,1317,137.0,1989,1,2,1,1,2.0,10,3,1.0
9,92,1553,462.9,1972,1,2,1,1,2.0,8,3,1.0
6,62,1608,137.1,1957,1,1,5,1,2.0,10,3,1.0
1,11,1548,441.2,2019,2,1,4,1,,0,0,
3,32,2860,369.3,2011,2,2,4,1,1.0,6,2,
5,51,374,487.7,1985,1,1,5,1,2.0,6,2,2.0
2,22,1963,362.9,2018,1,2,1,2,,1,2,
1,12,59,175.0,1943,1,2,4,1,1.0,12,4,1.0
1,12,2019,445.4,1978,2,1,2,1,2.0,12,4,1.0
7,73,396,227.4,1980,1,1,4,1,2.0,9,3,1.0
8,81,2986,93.8,1997,1,2,1,1,2.0,6,2,1.0
4,42,574,124.2,2002,2,2,3,1,2.0,8,3,1.0
4,42,3061,448.8,2000,2,1,4,3,2.0,6,2,2.0
1,12,2661,343.9,1963,1,1,5,2,2.0,10,3,1.0
4,41,3053,232.4,1989,2,2,2,1,2.0,11,3,1.0
5,52,262,156.6,1985,1,2,1,1,2.0,8,3,1.0
2,22,395,431.5,2014,2,1,1,4,2.0,4,2,
9,93,562,286.0,1994,2,1,5,1,2.0,11,3,1.0
3,32,3080,481.3,1957,1,1,3,1,2.0,7,2,1.0
3,32,367,64.1,1979,1,1,4,1,2.0,12,4,1.0
8,81,669,462.6,1949,1,1,3,1,2.0,4,2,1.0
9,92,54,166.6,1966,2,1,5,1,2.0,12,4,1.0
5,52,2914,315.0,1963,2,1,2,1,2.0,4,2,1.0
6,61,2464,140.5,1969,1,1,3,2,2.0,7,2,1.0
3,31,1320,458.3,1981,2,2,2,1,2.0,6,2,1.0
1,11,1283,115.5,2001,1,2,4,1,2.0,6,2,1.0
5,51,2591,105.1,2022,1,1,5,1,,1,2,
1,13,3081,432.2,1996,1,1,3,1,2.0,5,2,1.0
4,42,2950,69.2,1987,2,1,4,4,2.0,5,2,1.0
3,33,2644,264.0,1976,2,2,3,4,2.0,11,3,1.0
6,61,2611,429.0,1997,2,2,2,1,2.0,6,2,1.0
8,81,558,147.9,2011,1,1,4,1,1.0,5,2,
5,51,2145,307.0,2003,1,1,5,1,2.0,12,4,1.0
7,73,3207,242.2,2021,2,2,2,1,,0,0,
2,23,687,291.7,2009,2,1,5,4,1.0,9,3,
1,11,1785,352.1,2000,1,2,2,1,2.0,12,4,2.0
7,72,907,407.9,2019,1,3,1,1,,1,2,
3,33,1615,240.8,1951,1,1,5,1,2.0,11,3,1.0
7,71,2226,318.6,1943,1,1,3,1,2.0,11,3,1.0
8,83,554,276.5,1955,2,2,4,1,2.0,10,3,1.0
7,72,2376,211.9,1956,1,1,5,3,2.0,8,3,1.0
2,22,2403,425.7,1964,1,1,3,1,2.0,10,3,1.0
2,23,32,445.4,2009,2,2,3,2,1.0,9,3,
8,81,1462,126.6,1961,1,1,3,1,2.0,10,3,1.0
9,93,426,94.8,2004,2,1,4,2,2.0,9,3,1.0
8,83,465,317.2,1990,2,1,5,1,2.0,10,3,1.0
2,22,854,143.1,1957,1,1,3,1,2.0,11,3,1.0
5,52,2943,60.6,1942,2,2,2,1,2.0,11,3,1.0
2,22,469,97.9,1953,2,1,2,1,2.0,10,3,1.0
6,62,898,163.2,1990,1,1,2,1,2.0,12,4,1.0
6,61,445,425.5,1943,2,1,5,1,2.0,12,4,1.0
7,71,1676,400.6,2016,1,2,1,1,1.0,2,2,
7,71,848,240.7,1974,2,2,2,2,2.0,7,2,1.0
8,81,396,345.1,1985,2,1,2,1,2.0,8,3,1.0
5,52,2692,134.8,1990,1,2,5,4,2.0,11,3,1.0
3,32,1571,470.6,1986,2,2,2,2,2.0,8,3,1.0
5,52,3098,94.4,1955,1,1,5,1,2.0,11,3,1.0
6,61,1531,206.3,1975,1,1,3,1,2.0,7,2,1.0
5,53,1502,222.8,1994,1,2,2,1,2.0,6,2,2.0
1,13,1922,275.5,1954,1,2,2,1,2.0,8,3,1.0
2,22,533,238.6,2013,1,1,5,1,1.0,5,2,
1,13,1106,403.7,2022,2,3,1,1,,0,0,
2,21,163,62.1,1960,1,1,1,1,2.0,10,3,1.0
8,83,1799,369.5,1983,1,1,4,1,2.0,8,3,1.0
5,51,1529,165.2,1986,2,2,2,1,2.0,6,2,1.0
4,42,787,51.3,2003,1,1,3,1,2.0,10,3,1.0
9,92,1281,184.0,1981,1,1,4,1,2.0,11,3,1.0
9,93,3121,445.9,1992,2,1,5,1,2.0,7,2,1.0
9,92,3082,469.9,1994,2,1,5,1,2.0,7,2,1.0
8,81,1859,268.6,2000,1,1,4,1,2.0,6,2,1.0
3,31,2340,218.9,2013,1,1,3,1,1.0,3,2,
5,52,81,360.2,1951,2,1,3,1,2.0,12,4,1.0
5,53,747,257.2,1997,2,2,2,1,2.0,12,4,1.0
5,51,2210,383.2,1967,1,1,4,1,2.0,6,2,1.0
5,51,1545,188.0,1967,2,1,2,1,2.0,6,2,2.0
6,61,1914,133.2,1983,1,1,5,1,2.0,6,2,1.0
4,41,1477,324.4,2021,2,1,3,1,,1,2,
6,61,675,244.9,1973,1,1,5,1,2.0,12,4,1.0
9,93,265,364.8,2000,1,2,2,1,2.0,10,3,1.0
1,11,115,143.7,1993,2,2,3,1,2.0,10,3,1.0
9,92,1870,210.5,2012,2,1,3,2,1.0,5,2,
7,72,1082,130.3,1947,1,2,4,1,2.0,9,3,1.0
1,11,2446,466.1,2000,1,1,5,2,2.0,12,5,1.0
2,21,2048,77.7,1962,2,3,3,1,2.0,7,2,1.0
8,81,2669,262.8,2011,2,2,1,1,2.0,6,2,
2,23,473,274.4,1973,2,1,4,1,1.0,11,3,1.0
1,13,343,50.7,1959,2,1,3,1,2.0,11,3,1.0
6,63,3018,141.9,1971,2,2,4,1,2.0,9,3,1.0
5,52,1639,305.8,1949,2,2,1,1,2.0,11,3,1.0
1,13,3129,445.3,1943,2,1,5,1,2.0,11,3,1.0
2,21,2232,357.3,1964,1,1,5,1,2.0,10,3,2.0
1,12,3320,456.5,1941,1,2,3,1,1.0,11,3,1.0
1,13,1898,426.0,1996,1,3,2,1,2.0,10,3,1.0
5,53,2890,204.7,1956,1,2,3,1,2.0,8,3,1.0
5,51,3167,167.1,2013,2,1,5,1,1.0,3,2,
6,63,1841,407.2,1999,1,1,4,1,2.0,10,3,1.0
6,61,972,275.4,1991,2,1,3,1,2.0,11,3,1.0
2,22,1301,343.9,2017,1,1,5,1,2.0,0,0,
1,13,2610,199.1,1996,2,2,3,1,2.0,11,3,1.0
8,83,2595,245.2,1976,2,1,5,1,2.0,9,3,1.0
4,43,2521,494.2,1975,2,3,1,1,2.0,11,3,1.0
6,62,2214,431.5,1975,2,1,3,2,2.0,11,3,1.0
5,51,116,448.6,2006,1,1,5,3,1.0,11,3,1.0
9,93,2313,115.7,1953,1,3,1,1,2.0,9,3,1.0
3,31,894,453.8,2001,2,1,3,1,2.0,10,3,1.0
1,13,1385,403.3,1970,1,1,3,1,2.0,11,3,1.0
8,82,161,288.9,1939,1,1,3,1,2.0,7,2,1.0
4,41,3162,449.8,2010,1,1,4,1,1.0,6,2,
4,43,300,162.9,1942,2,1,4,1,2.0,12,4,1.0
6,63,2642,128.7,2007,2,1,5,1,1.0,9,3,1.0
6,62,2770,351.9,1953,2,1,5,1,2.0,8,3,1.0
9,91,2237,279.8,1973,2,1,3,1,2.0,8,3,1.0
9,93,169,260.3,1979,2,1,3,1,2.0,5,2,1.0
1,13,2080,132.8,2002,1,1,4,1,2.0,11,3,1.0
4,43,3089,475.6,1945,2,1,4,1,2.0,11,3,1.0
6,62,3288,222.6,1982,1,1,4,1,2.0,9,3,1.0
8,82,2302,262.5,1997,2,1,4,1,2.0,5,2,1.0
5,53,234,107.0,2005,2,1,5,1,1.0,12,4,1.0
6,61,848,54.5,1963,2,2,4,4,2.0,9,3,1.0
8,81,648,276.3,2016,2,1,1,1,1.0,1,2,
5,51,1663,219.6,1999,1,2,3,1,2.0,8,3,1.0
5,51,2463,116.7,1980,1,1,5,1,2.0,10,3,1.0
1,11,2209,308.9,2020,1,1,4,1,,0,0,
5,53,663,494.9,1977,1,1,3,1,2.0,8,3,1.0
5,53,2343,222.3,2021,1,2,4,1,,0,0,
9,93,1196,62.6,1943,2,1,5,1,1.0,7,2,1.0
1,12,1778,386.0,2001,1,2,3,1,2.0,8,3,1.0
4,43,2565,422.5,1967,2,1,5,1,2.0,10,3,1.0
7,73,2118,304.1,1938,2,1,4,1,2.0,9,3,1.0
8,81,1442,271.0,2022,1,1,5,1,,1,2,
9,93,656,305.4,1993,1,1,4,3,2.0,11,3,1.0
4,43,1894,215.7,1996,1,2,1,1,2.0,10,3,1.0
4,41,1096,112.1,1970,1,1,5,1,2.0,12,4,1.0
1,11,2148,343.6,1954,2,1,5,1,2.0,12,4,1.0
9,93,1150,85.2,1965,2,1,5,1,2.0,10,3,1.0
5,53,2775,361.0,1967,1,2,4,4,2.0,9,3,1.0
5,53,2214,86.4,1985,1,2,2,1,2.0,6,2,1.0
4,42,2349,79.7,2019,2,1,4,1,,0,0,
4,41,64,70.5,2003,1,1,4,1,2.0,12,4,1.0
4,42,652,402.2,1958,1,1,3,1,2.0,11,3,1.0
6,61,1302,85.3,1953,2,1,3,1,2.0,5,2,1.0
7,71,3040,235.5,2018,2,1,3,1,,0,0,
3,32,2685,278.2,1959,1,2,1,2,2.0,9,3,1.0
1,13,1838,458.5,1971,1,2,5,1,2.0,9,3,1.0
3,33,32,186.9,2005,2,2,5,1,1.0,12,4,1.0
3,32,1361,343.4,1964,1,1,5,2,2.0,9,3,1.0
6,62,2529,57.5,1975,2,1,4,1,2.0,9,3,1.0
4,42,2640,365.4,2022,2,1,3,1,,0,0,
8,81,2379,81.5,2007,2,2,2,1,1.0,10,3,1.0
6,62,901,466.4,1945,1,2,4,1,2.0,12,4,1.0
8,83,3246,352.8,1973,2,2,2,1,2.0,11,3,1.0
3,32,1391,61.9,1966,2,2,2,1,2.0,11,3,1.0
5,52,251,303.1,2021,2,2,4,1,,0,0,
1,11,2678,197.7,1982,1,2,3,1,2.0,11,3,1.0
8,83,1137,263.6,1989,1,2,3,1,2.0,9,3,1.0
8,81,1496,159.6,1980,1,1,2,2,2.0,11,3,1.0
9,93,2841,261.6,1948,2,1,1,1,2.0,12,5,1.0
6,61,1877,289.5,1974,1,2,2,1,2.0,9,3,2.0
2,22,2189,426.4,1953,1,1,3,1,2.0,12,4,1.0
7,72,2648,255.8,1966,1,1,5,3,2.0,11,3,1.0
7,71,619,224.9,2015,1,2,1,1,1.0,1,2,
7,71,117,183.3,1945,2,1,4,1,2.0,10,3,1.0
9,93,703,292.1,1978,2,3,2,1,2.0,7,2,1.0
1,11,412,374.2,1966,1,1,5,1,2.0,9,3,1.0
4,43,2802,211.0,1964,1,1,2,1,2.0,11,3,1.0
9,92,18,251.9,2021,2,1,1,1,,0,0,
4,43,2162,282.5,1974,1,1,3,1,2.0,6,2,1.0
2,22,3211,332.3,2000,2,2,1,1,2.0,11,3,1.0
4,42,1241,487.9,1966,2,1,4,1,2.0,12,4,1.0
5,52,1283,315.7,1949,2,2,1,1,2.0,10,3,1.0
8,83,2777,450.9,2008,1,1,5,2,1.0,10,3,
2,21,961,274.3,1980,1,1,5,1,2.0,9,3,1.0
2,21,2829,64.9,2005,1,1,5,1,1.0,11,3,1.0
1,12,567,250.7,1978,1,1,4,4,2.0,11,3,1.0
5,51,2842,253.7,1939,1,1,5,1,2.0,12,4,1.0
9,92,1912,407.0,2012,1,1,5,1,1.0,5,2,
5,51,2132,70.2,1998,1,1,4,2,2.0,6,2,1.0
1,12,2167,388.5,1993,1,2,1,1,2.0,9,3,1.0
7,72,1022,485.5,1965,2,1,4,1,2.0,10,3,1.0
9,92,2184,317.5,1941,2,1,5,4,2.0,10,3,1.0
6,63,1442,206.9,1955,1,1,5,1,2.0,7,2,1.0
6,63,2451,410.0,2007,1,1,3,4,1.0,9,3,1.0
2,21,731,376.3,1972,1,1,2,1,2.0,12,5,1.0
9,92,2669,70.0,1995,1,1,5,2,2.0,12,5,1.0
8,81,1969,265.4,2018,1,2,2,1,,0,0,
8,83,3063,77.9,2002,2,2,1,1,2.0,5,2,2.0
9,93,148,209.7,2011,1,1,4,1,1.0,7,2,
5,52,1023,484.5,1976,2,2,1,2,2.0,7,2,1.0
6,61,1725,71.2,2006,2,2,1,2,1.0,10,3,1.0
7,73,2844,499.5,2019,2,1,4,1,,0,0,
5,53,2666,293.2,2005,1,1,5,1,1.0,11,3,1.0
6,61,713,454.5,1979,1,3,1,1,2.0,11,3,1.0
8,82,1924,396.9,1999,2,1,4,2,2.0,8,3,1.0
6,63,2927,373.9,1981,2,1,3,1,2.0,9,3,1.0
3,32,1288,126.0,2015,1,1,1,1,1.0,2,2,
8,81,1158,62.9,1969,2,1,3,1,2.0,5,2,1.0
6,62,2912,450.9,1997,2,2,2,1,2.0,8,3,1.0
5,51,174,276.7,2018,2,1,4,1,,0,0,
3,33,2483,470.3,1992,2,1,4,1,2.0,8,3,1.0
8,83,3168,414.8,2004,2,2,3,1,2.0,10,3,1.0
4,43,226,413.5,1955,1,2,5,1,2.0,7,2,2.0
2,23,2845,84.7,1992,1,1,1,1,2.0,11,3,1.0
1,12,3300,60.8,1957,1,1,2,1,2.0,10,3,1.0
3,31,3310,95.1,2012,2,1,5,1,1.0,4,2,
9,92,1764,420.9,1971,1,1,2,1,2.0,12,4,1.0
3,33,350,64.5,1942,2,1,3,4,2.0,10,3,1.0
2,23,757,406.1,2020,1,1,2,3,,1,2,
7,73,2569,55.1,1971,2,1,3,2,2.0,10,3,1.0
1,13,1027,365.5,1949,1,1,3,1,2.0,8,3,1.0
9,93,2161,200.4,1993,2,1,5,1,2.0,9,3,1.0
9,91,138,397.9,2022,1,2,3,2,,1,2,
5,52,2938,81.1,1947,2,1,5,1,2.0,8,3,1.0
9,92,2149,265.5,1962,2,2,3,1,2.0,11,3,1.0
5,53,333,159.4,2010,1,1,4,1,1.0,7,2,
5,51,798,402.5,1998,1,1,4,1,2.0,6,2,1.0
8,81,1748,279.0,2001,1,2,3,1,2.0,12,5,1.0
3,32,1880,214.0,1953,1,2,4,1,2.0,12,5,1.0
9,93,936,79.3,1970,1,1,4,1,2.0,9,3,1.0
8,81,875,373.6,2003,2,1,3,1,2.0,11,3,1.0
8,83,1405,390.6,1952,2,1,5,2,2.0,8,3,1.0
6,62,2645,212.2,2019,1,1,4,1,,0,0,
4,43,63,300.4,1963,1,1,4,1,2.0,12,4,1.0
2,21,1537,151.5,1983,2,1,5,2,2.0,8,3,2.0
9,91,725,96.4,2016,1,2,2,1,1.0,2,2,
8,81,2713,391.4,2001,2,1,5,1,2.0,9,3,1.0
5,52,1666,435.0,1959,2,1,1,1,2.0,11,3,1.0
8,81,2825,191.7,1956,2,2,3,1,2.0,12,5,1.0
4,42,1661,280.1,2000,1,1,4,1,2.0,9,3,1.0
4,41,1027,274.6,2018,1,3,3,4,,1,2,
2,21,190,405.1,1958,1,2,3,2,2.0,12,5,1.0
5,52,101,134.3,1982,1,1,4,4,2.0,6,2,1.0
1,13,2798,217.7,1985,1,1,2,1,2.0,9,3,1.0
6,63,3070,491.5,1957,2,1,4,1,2.0,12,4,1.0
4,43,487,151.9,1951,2,1,3,1,2.0,11,3,1.0
3,31,2368,209.5,1962,2,1,4,1,2.0,8,3,1.0
9,91,2886,130.4,1989,2,3,3,1,2.0,10,3,1.0
4,41,3194,152.7,2020,1,1,5,1,,1,2,
6,62,2023,240.4,2008,2,2,4,1,1.0,8,3,
3,32,409,229.2,2017,2,1,5,1,2.0,0,0,
1,13,781,485.2,1950,2,1,4,1,1.0,10,3,1.0
2,23,930,400.8,1989,2,1,5,1,2.0,12,4,1.0
4,42,1219,266.8,1982,1,1,3,1,2.0,11,3,1.0
1,12,2355,444.0,1955,2,2,1,4,2.0,10,3,1.0
9,91,1618,392.7,1992,2,1,2,1,2.0,10,3,1.0
5,51,2963,142.0,1986,1,2,1,1,2.0,7,2,1.0
4,42,2327,342.0,1989,2,1,4,1,2.0,8,3,1.0
9,92,3054,120.4,1966,1,1,5,1,2.0,9,3,1.0
6,62,2861,95.4,1941,2,1,3,1,2.0,8,3,2.0
8,82,2093,338.5,1942,1,2,1,1,2.0,10,3,1.0
3,32,1429,325.5,2022,1,2,2,1,,0,0,
3,31,2650,317.9,1943,1,1,5,1,2.0,9,3,2.0
6,63,982,253.6,1985,2,2,1,2,2.0,9,3,1.0
1,11,528,79.3,2010,1,2,3,1,1.0,6,2,
9,91,3114,74.1,1956,1,2,3,1,2.0,10,3,1.0
2,21,1780,55.7,1958,1,1,5,1,2.0,11,3,1.0
6,61,711,446.6,1970,1,1,5,1,2.0,7,2,1.0
1,13,1542,224.8,1969,1,1,4,2,2.0,12,4,1.0
6,63,3275,332.4,1941,2,1,5,1,2.0,9,3,1.0
5,52,1008,210.5,2010,2,1,4,1,1.0,8,3,
7,71,3158,446.9,1978,1,1,5,1,2.0,8,3,1.0
6,63,317,452.5,2002,2,2,2,1,2.0,12,4,1.0
5,51,1090,146.7,1987,1,1,2,1,2.0,11,3,1.0
5,53,1625,272.2,2004,2,2,4,4,2.0,12,4,1.0
4,43,2232,286.1,1963,1,1,4,1,2.0,7,2,1.0
7,73,2413,64.2,1952,2,1,3,2,2.0,11,3,1.0
1,11,1167,299.3,1971,1,2,3,1,2.0,12,4,1.0
2,21,2381,97.5,2022,1,1,4,1,,0,0,
8,81,2885,284.0,1960,2,1,2,1,2.0,10,3,1.0
9,92,879,446.7,2010,1,1,4,1,1.0,8,3,
4,43,2926,404.1,2009,2,2,2,1,1.0,9,3,
5,53,1996,415.3,1985,2,2,1,1,2.0,6,2,1.0
1,13,711,323.8,1958,2,2,1,1,2.0,10,3,1.0
7,71,2847,97.2,1956,1,1,1,1,2.0,11,3,1.0
1,12,3085,237.3,1984,2,1,4,1,2.0,10,3,1.0
5,52,2152,493.8,2012,1,2,4,1,1.0,6,2,
4,41,1175,223.1,1976,2,1,2,2,2.0,9,3,1.0
3,33,2628,369.0,1996,1,2,2,1,2.0,11,3,1.0
1,12,1989,216.9,1949,1,2,3,1,2.0,7,2,1.0
1,13,334,455.8,1981,2,2,1,3,2.0,12,4,1.0
7,71,1730,188.5,2009,1,1,5,1,1.0,7,2,
6,63,1450,454.3,2019,2,1,2,1,,1,2,
2,22,665,417.9,1962,1,2,3,2,2.0,10,3,1.0
3,33,1251,354.0,1939,2,1,3,1,2.0,11,3,1.0
1,11,2344,310.4,1994,1,1,4,1,2.0,9,3,1.0
8,82,1995,230.3,1981,2,1,5,1,2.0,8,3,1.0
3,31,2276,80.8,1987,2,2,3,1,2.0,6,2,1.0
7,72,682,375.4,1967,1,1,3,1,2.0,12,4,1.0
9,93,318,231.8,1966,1,2,1,1,2.0,6,2,1.0
2,23,425,440.6,2011,2,1,4,1,1.0,5,2,
8,82,822,294.6,1952,1,2,2,3,2.0,11,3,1.0
4,42,228,481.9,1966,2,1,4,1,2.0,11,3,1.0
3,33,2081,453.9,1973,1,1,3,1,2.0,10,3,1.0
7,71,348,187.0,1968,2,2,1,1,2.0,7,2,2.0
4,41,369,220.2,1940,2,1,4,1,2.0,10,3,1.0
2,21,3301,305.0,1945,2,1,5,4,2.0,11,3,1.0
8,82,3001,343.4,1970,2,1,5,1,1.0,11,3,1.0
4,42,2358,93.4,1988,2,1,4,1,2.0,4,2,2.0
5,52,1687,291.6,2003,2,1,5,1,2.0,11,3,1.0
8,82,1894,483.2,2012,2,2,4,3,1.0,6,2,
